Time,Datastream Name,Value
2022-04-04 20:29:00,Temperature,15.103
2022-04-04 20:29:00,CO_2 concentration,585.0
2022-04-04 20:29:00,Humidity,36.212
2022-04-04 20:28:00,Temperature,15.1455
2022-04-04 20:28:00,CO_2 concentration,587.0
2022-04-04 20:28:00,Humidity,36.181
2022-04-04 20:27:00,Temperature,15.2135
2022-04-04 20:27:00,CO_2 concentration,585.0
2022-04-04 20:27:00,Humidity,36.58
2022-04-04 20:26:00,Temperature,15.156500000000001
2022-04-04 20:26:00,CO_2 concentration,586.0
2022-04-04 20:26:00,Humidity,36.348
2022-04-04 20:25:00,Temperature,15.142
2022-04-04 20:25:00,CO_2 concentration,590.0
2022-04-04 20:25:00,Humidity,36.175
2022-04-04 20:24:00,Temperature,15.190000000000001
2022-04-04 20:24:00,CO_2 concentration,596.0
2022-04-04 20:24:00,Humidity,36.079
2022-04-04 20:23:00,Temperature,15.211
2022-04-04 20:23:00,CO_2 concentration,600.0
2022-04-04 20:23:00,Humidity,36.189
2022-04-04 20:22:00,Temperature,15.2415
2022-04-04 20:22:00,CO_2 concentration,601.5
2022-04-04 20:22:00,Humidity,36.072500000000005
2022-04-04 20:21:00,Temperature,15.23
2022-04-04 20:21:00,CO_2 concentration,605.0
2022-04-04 20:21:00,Humidity,36.1
2022-04-04 20:20:00,Temperature,15.288
2022-04-04 20:20:00,CO_2 concentration,606.5
2022-04-04 20:20:00,Humidity,36.176
2022-04-04 20:19:00,Temperature,15.242
2022-04-04 20:19:00,CO_2 concentration,606.0
2022-04-04 20:19:00,Humidity,35.8355
2022-04-04 20:18:00,Temperature,15.33
2022-04-04 20:18:00,CO_2 concentration,604.5
2022-04-04 20:18:00,Humidity,36.179
2022-04-04 20:17:00,Temperature,15.299
2022-04-04 20:17:00,CO_2 concentration,602.0
2022-04-04 20:17:00,Humidity,35.802
2022-04-04 20:16:00,Temperature,15.361999999999998
2022-04-04 20:16:00,CO_2 concentration,605.5
2022-04-04 20:16:00,Humidity,35.8475
2022-04-04 20:15:00,Temperature,15.427
2022-04-04 20:15:00,CO_2 concentration,611.0
2022-04-04 20:15:00,Humidity,35.6665
2022-04-04 20:14:00,Temperature,15.51
2022-04-04 20:14:00,CO_2 concentration,618.0
2022-04-04 20:14:00,Humidity,36.039
2022-04-04 20:13:00,Temperature,15.454
2022-04-04 20:13:00,CO_2 concentration,621.5
2022-04-04 20:13:00,Humidity,35.709500000000006
2022-04-04 20:12:00,Temperature,15.5165
2022-04-04 20:12:00,CO_2 concentration,632.0
2022-04-04 20:12:00,Humidity,35.805499999999995
2022-04-04 20:11:00,Temperature,15.681000000000001
2022-04-04 20:11:00,CO_2 concentration,633.0
2022-04-04 20:11:00,Humidity,36.787
2022-04-04 20:10:00,Temperature,15.652000000000001
2022-04-04 20:10:00,CO_2 concentration,637.0
2022-04-04 20:10:00,Humidity,36.2395
2022-04-04 20:09:00,Temperature,15.661000000000001
2022-04-04 20:09:00,CO_2 concentration,640.5
2022-04-04 20:09:00,Humidity,36.6185
2022-04-04 20:08:00,Temperature,15.6265
2022-04-04 20:08:00,CO_2 concentration,640.5
2022-04-04 20:08:00,Humidity,36.38849999999999
2022-04-04 20:07:00,Temperature,15.6545
2022-04-04 20:07:00,CO_2 concentration,651.5
2022-04-04 20:07:00,Humidity,36.5975
2022-04-04 20:06:00,Temperature,15.6475
2022-04-04 20:06:00,CO_2 concentration,650.0
2022-04-04 20:06:00,Humidity,36.6875
2022-04-04 20:05:00,Temperature,15.606
2022-04-04 20:05:00,CO_2 concentration,643.5
2022-04-04 20:05:00,Humidity,36.1375
2022-04-04 20:04:00,Temperature,15.574
2022-04-04 20:04:00,CO_2 concentration,648.0
2022-04-04 20:04:00,Humidity,36.1375
2022-04-04 20:03:00,Temperature,15.617
2022-04-04 20:03:00,CO_2 concentration,651.0
2022-04-04 20:03:00,Humidity,35.956500000000005
2022-04-04 20:02:00,Temperature,15.669
2022-04-04 20:02:00,CO_2 concentration,654.5
2022-04-04 20:02:00,Humidity,36.222
2022-04-04 20:01:00,Temperature,15.7235
2022-04-04 20:01:00,CO_2 concentration,658.5
2022-04-04 20:01:00,Humidity,36.560500000000005
2022-04-04 20:00:00,Temperature,15.66
2022-04-04 20:00:00,CO_2 concentration,654.5
2022-04-04 20:00:00,Humidity,36.668
2022-04-04 19:59:00,Temperature,15.629000000000001
2022-04-04 19:59:00,CO_2 concentration,652.5
2022-04-04 19:59:00,Humidity,37.007
2022-04-04 19:58:00,Temperature,15.5565
2022-04-04 19:58:00,CO_2 concentration,647.5
2022-04-04 19:58:00,Humidity,36.7675
2022-04-04 19:57:00,Temperature,15.494
2022-04-04 19:57:00,CO_2 concentration,647.5
2022-04-04 19:57:00,Humidity,36.3395
2022-04-04 19:56:00,Temperature,15.466
2022-04-04 19:56:00,CO_2 concentration,645.0
2022-04-04 19:56:00,Humidity,36.119
2022-04-04 19:55:00,Temperature,15.4195
2022-04-04 19:55:00,CO_2 concentration,650.5
2022-04-04 19:55:00,Humidity,35.813
2022-04-04 19:54:00,Temperature,15.596
2022-04-04 19:54:00,CO_2 concentration,656.0
2022-04-04 19:54:00,Humidity,36.0955
2022-04-04 19:53:00,Temperature,15.625
2022-04-04 19:53:00,CO_2 concentration,654.5
2022-04-04 19:53:00,Humidity,36.4885
2022-04-04 19:52:00,Temperature,15.549
2022-04-04 19:52:00,CO_2 concentration,651.0
2022-04-04 19:52:00,Humidity,35.949
2022-04-04 19:51:00,Temperature,15.529
2022-04-04 19:51:00,CO_2 concentration,650.5
2022-04-04 19:51:00,Humidity,35.9215
2022-04-04 19:50:00,Temperature,15.614
2022-04-04 19:50:00,CO_2 concentration,652.5
2022-04-04 19:50:00,Humidity,36.2755
2022-04-04 19:49:00,Temperature,15.586
2022-04-04 19:49:00,CO_2 concentration,652.0
2022-04-04 19:49:00,Humidity,36.274
2022-04-04 19:48:00,Temperature,15.527
2022-04-04 19:48:00,CO_2 concentration,651.0
2022-04-04 19:48:00,Humidity,35.774
2022-04-04 19:47:00,Temperature,15.595500000000001
2022-04-04 19:47:00,CO_2 concentration,650.5
2022-04-04 19:47:00,Humidity,36.0285
2022-04-04 19:46:00,Temperature,15.594000000000001
2022-04-04 19:46:00,CO_2 concentration,647.5
2022-04-04 19:46:00,Humidity,35.777
2022-04-04 19:45:00,Temperature,15.5395
2022-04-04 19:45:00,CO_2 concentration,644.5
2022-04-04 19:45:00,Humidity,35.5605
2022-04-04 19:44:00,Temperature,15.587499999999999
2022-04-04 19:44:00,CO_2 concentration,645.5
2022-04-04 19:44:00,Humidity,35.7195
2022-04-04 19:43:00,Temperature,15.6145
2022-04-04 19:43:00,CO_2 concentration,646.5
2022-04-04 19:43:00,Humidity,35.760999999999996
2022-04-04 19:42:00,Temperature,15.605
2022-04-04 19:42:00,CO_2 concentration,649.0
2022-04-04 19:42:00,Humidity,35.709
2022-04-04 19:41:00,Temperature,15.651499999999999
2022-04-04 19:41:00,CO_2 concentration,651.0
2022-04-04 19:41:00,Humidity,35.743
2022-04-04 19:40:00,Temperature,15.6085
2022-04-04 19:40:00,CO_2 concentration,651.5
2022-04-04 19:40:00,Humidity,35.766000000000005
2022-04-04 19:39:00,Temperature,15.6475
2022-04-04 19:39:00,CO_2 concentration,652.5
2022-04-04 19:39:00,Humidity,35.826
2022-04-04 19:38:00,Temperature,15.685
2022-04-04 19:38:00,CO_2 concentration,652.5
2022-04-04 19:38:00,Humidity,36.1625
2022-04-04 19:37:00,Temperature,15.644
2022-04-04 19:37:00,CO_2 concentration,649.5
2022-04-04 19:37:00,Humidity,35.716
2022-04-04 19:36:00,Temperature,15.669
2022-04-04 19:36:00,CO_2 concentration,651.0
2022-04-04 19:36:00,Humidity,36.022000000000006
2022-04-04 19:35:00,Temperature,15.66
2022-04-04 19:35:00,CO_2 concentration,649.5
2022-04-04 19:35:00,Humidity,35.7905
2022-04-04 19:34:00,Temperature,15.7105
2022-04-04 19:34:00,CO_2 concentration,647.0
2022-04-04 19:34:00,Humidity,36.222
2022-04-04 19:33:00,Temperature,15.662500000000001
2022-04-04 19:33:00,CO_2 concentration,644.0
2022-04-04 19:33:00,Humidity,35.9335
2022-04-04 19:32:00,Temperature,15.6585
2022-04-04 19:32:00,CO_2 concentration,642.0
