Time,Datastream Name,Value
2022-04-04 20:31:00,Temperature,18.299
2022-04-04 20:31:00,CO_2 concentration,514.0
2022-04-04 20:31:00,Humidity,30.272
2022-04-04 20:30:00,Temperature,18.2935
2022-04-04 20:30:00,CO_2 concentration,515.0
2022-04-04 20:30:00,Humidity,30.25
2022-04-04 20:29:00,Temperature,18.288
2022-04-04 20:29:00,CO_2 concentration,516.0
2022-04-04 20:29:00,Humidity,30.292
2022-04-04 20:28:00,Temperature,18.3245
2022-04-04 20:28:00,CO_2 concentration,516.0
2022-04-04 20:28:00,Humidity,30.305500000000002
2022-04-04 20:27:00,Temperature,18.3525
2022-04-04 20:27:00,CO_2 concentration,518.0
2022-04-04 20:27:00,Humidity,30.353499999999997
2022-04-04 20:26:00,Temperature,18.37
2022-04-04 20:26:00,CO_2 concentration,521.5
2022-04-04 20:26:00,Humidity,30.284
2022-04-04 20:25:00,Temperature,18.3195
2022-04-04 20:25:00,CO_2 concentration,520.5
2022-04-04 20:25:00,Humidity,30.454
2022-04-04 20:24:00,Temperature,18.326999999999998
2022-04-04 20:24:00,CO_2 concentration,523.0
2022-04-04 20:24:00,Humidity,30.3445
2022-04-04 20:23:00,Temperature,18.318
2022-04-04 20:23:00,CO_2 concentration,520.5
2022-04-04 20:23:00,Humidity,30.362000000000002
2022-04-04 20:22:00,Temperature,18.33
2022-04-04 20:22:00,CO_2 concentration,521.0
2022-04-04 20:22:00,Humidity,30.3395
2022-04-04 20:21:00,Temperature,18.3435
2022-04-04 20:21:00,CO_2 concentration,519.0
2022-04-04 20:21:00,Humidity,30.4455
2022-04-04 20:20:00,Temperature,18.409
2022-04-04 20:20:00,CO_2 concentration,516.5
2022-04-04 20:20:00,Humidity,30.4745
2022-04-04 20:19:00,Temperature,18.433
2022-04-04 20:19:00,CO_2 concentration,514.5
2022-04-04 20:19:00,Humidity,30.336
2022-04-04 20:18:00,Temperature,18.444499999999998
2022-04-04 20:18:00,CO_2 concentration,516.5
2022-04-04 20:18:00,Humidity,30.233
2022-04-04 20:17:00,Temperature,18.5285
2022-04-04 20:17:00,CO_2 concentration,516.5
2022-04-04 20:17:00,Humidity,30.115499999999997
2022-04-04 20:16:00,Temperature,18.6075
2022-04-04 20:16:00,CO_2 concentration,518.5
2022-04-04 20:16:00,Humidity,30.717
2022-04-04 20:15:00,Temperature,18.695999999999998
2022-04-04 20:15:00,CO_2 concentration,520.0
2022-04-04 20:15:00,Humidity,30.044
2022-04-04 20:14:00,Temperature,18.656
2022-04-04 20:14:00,CO_2 concentration,522.5
2022-04-04 20:14:00,Humidity,30.0375
2022-04-04 20:13:00,Temperature,18.7315
2022-04-04 20:13:00,CO_2 concentration,523.0
2022-04-04 20:13:00,Humidity,29.8065
2022-04-04 20:12:00,Temperature,18.717
2022-04-04 20:12:00,CO_2 concentration,526.0
2022-04-04 20:12:00,Humidity,29.674500000000002
2022-04-04 20:11:00,Temperature,18.709
2022-04-04 20:11:00,CO_2 concentration,527.0
2022-04-04 20:11:00,Humidity,29.7855
2022-04-04 20:10:00,Temperature,18.683999999999997
2022-04-04 20:10:00,CO_2 concentration,529.0
2022-04-04 20:10:00,Humidity,29.802
2022-04-04 20:09:00,Temperature,18.705
2022-04-04 20:09:00,CO_2 concentration,530.5
2022-04-04 20:09:00,Humidity,29.8615
2022-04-04 20:08:00,Temperature,18.7035
2022-04-04 20:08:00,CO_2 concentration,530.5
2022-04-04 20:08:00,Humidity,29.833
2022-04-04 20:07:00,Temperature,18.680999999999997
2022-04-04 20:07:00,CO_2 concentration,532.5
2022-04-04 20:07:00,Humidity,29.886499999999998
2022-04-04 20:06:00,Temperature,18.6635
2022-04-04 20:06:00,CO_2 concentration,534.5
2022-04-04 20:06:00,Humidity,29.9545
2022-04-04 20:05:00,Temperature,18.6425
2022-04-04 20:05:00,CO_2 concentration,537.0
2022-04-04 20:05:00,Humidity,30.049
2022-04-04 20:04:00,Temperature,18.6475
