Time,Datastream Name,Value
2022-04-04 20:30:00,Temperature,16.990499999999997
2022-04-04 20:30:00,CO_2 concentration,616.5
2022-04-04 20:30:00,Humidity,34.856
2022-04-04 20:29:00,Temperature,16.9815
2022-04-04 20:29:00,CO_2 concentration,617.5
2022-04-04 20:29:00,Humidity,34.911
2022-04-04 20:28:00,Temperature,17.02
2022-04-04 20:28:00,CO_2 concentration,623.5
2022-04-04 20:28:00,Humidity,34.975
2022-04-04 20:27:00,Temperature,17.036
2022-04-04 20:27:00,CO_2 concentration,627.5
2022-04-04 20:27:00,Humidity,34.858999999999995
2022-04-04 20:26:00,Temperature,17.0265
2022-04-04 20:26:00,CO_2 concentration,630.0
2022-04-04 20:26:00,Humidity,34.757000000000005
2022-04-04 20:25:00,Temperature,17.064500000000002
2022-04-04 20:25:00,CO_2 concentration,624.0
2022-04-04 20:25:00,Humidity,34.682500000000005
2022-04-04 20:24:00,Temperature,17.143
2022-04-04 20:24:00,CO_2 concentration,625.5
2022-04-04 20:24:00,Humidity,34.659
2022-04-04 20:23:00,Temperature,17.214
2022-04-04 20:23:00,CO_2 concentration,629.5
2022-04-04 20:23:00,Humidity,34.558
2022-04-04 20:22:00,Temperature,17.244500000000002
2022-04-04 20:22:00,CO_2 concentration,633.5
2022-04-04 20:22:00,Humidity,34.5245
2022-04-04 20:21:00,Temperature,17.2735
2022-04-04 20:21:00,CO_2 concentration,635.0
2022-04-04 20:21:00,Humidity,34.5215
2022-04-04 20:20:00,Temperature,17.298000000000002
2022-04-04 20:20:00,CO_2 concentration,637.5
2022-04-04 20:20:00,Humidity,34.449
2022-04-04 20:19:00,Temperature,17.3365
2022-04-04 20:19:00,CO_2 concentration,640.0
2022-04-04 20:19:00,Humidity,34.4395
2022-04-04 20:18:00,Temperature,17.2365
2022-04-04 20:18:00,CO_2 concentration,644.0
2022-04-04 20:18:00,Humidity,34.5895
2022-04-04 20:17:00,Temperature,17.239
2022-04-04 20:17:00,CO_2 concentration,647.5
2022-04-04 20:17:00,Humidity,34.604
2022-04-04 20:16:00,Temperature,17.264000000000003
2022-04-04 20:16:00,CO_2 concentration,649.0
2022-04-04 20:16:00,Humidity,34.542500000000004
2022-04-04 20:15:00,Temperature,17.2165
2022-04-04 20:15:00,CO_2 concentration,651.0
2022-04-04 20:15:00,Humidity,34.63249999999999
2022-04-04 20:14:00,Temperature,17.2335
2022-04-04 20:14:00,CO_2 concentration,649.5
2022-04-04 20:14:00,Humidity,34.562
2022-04-04 20:13:00,Temperature,17.277500000000003
2022-04-04 20:13:00,CO_2 concentration,648.5
2022-04-04 20:13:00,Humidity,34.540000000000006
2022-04-04 20:12:00,Temperature,17.305500000000002
2022-04-04 20:12:00,CO_2 concentration,649.0
2022-04-04 20:12:00,Humidity,34.611999999999995
2022-04-04 20:11:00,Temperature,17.2685
2022-04-04 20:11:00,CO_2 concentration,646.0
2022-04-04 20:11:00,Humidity,34.708
2022-04-04 20:10:00,Temperature,17.215
2022-04-04 20:10:00,CO_2 concentration,645.5
2022-04-04 20:10:00,Humidity,34.716
2022-04-04 20:09:00,Temperature,17.2485
2022-04-04 20:09:00,CO_2 concentration,646.5
2022-04-04 20:09:00,Humidity,34.697
2022-04-04 20:08:00,Temperature,17.164
2022-04-04 20:08:00,CO_2 concentration,646.0
2022-04-04 20:08:00,Humidity,34.78
2022-04-04 20:07:00,Temperature,17.2205
2022-04-04 20:07:00,CO_2 concentration,648.0
2022-04-04 20:07:00,Humidity,34.7725
2022-04-04 20:06:00,Temperature,17.2085
2022-04-04 20:06:00,CO_2 concentration,652.0
2022-04-04 20:06:00,Humidity,34.8455
2022-04-04 20:05:00,Temperature,17.155
2022-04-04 20:05:00,CO_2 concentration,656.5
2022-04-04 20:05:00,Humidity,34.902
2022-04-04 20:04:00,Temperature,17.188499999999998
2022-04-04 20:04:00,CO_2 concentration,660.0
2022-04-04 20:04:00,Humidity,34.8765
2022-04-04 20:03:00,Temperature,17.1845
2022-04-04 20:03:00,CO_2 concentration,663.0
2022-04-04 20:03:00,Humidity,34.946
2022-04-04 20:02:00,Temperature,17.186
2022-04-04 20:02:00,CO_2 concentration,664.0
2022-04-04 20:02:00,Humidity,34.9565
2022-04-04 20:01:00,Temperature,17.1055
2022-04-04 20:01:00,CO_2 concentration,665.5
2022-04-04 20:01:00,Humidity,35.092
2022-04-04 20:00:00,Temperature,17.012
2022-04-04 20:00:00,CO_2 concentration,668.5
2022-04-04 20:00:00,Humidity,35.293
2022-04-04 19:59:00,Temperature,16.985
2022-04-04 19:59:00,CO_2 concentration,673.0
2022-04-04 19:59:00,Humidity,35.298
2022-04-04 19:58:00,Temperature,16.9735
2022-04-04 19:58:00,CO_2 concentration,674.0
2022-04-04 19:58:00,Humidity,35.352
2022-04-04 19:57:00,Temperature,16.9615
2022-04-04 19:57:00,CO_2 concentration,675.5
2022-04-04 19:57:00,Humidity,35.441
2022-04-04 19:56:00,Temperature,16.981
2022-04-04 19:56:00,CO_2 concentration,674.0
2022-04-04 19:56:00,Humidity,35.368
2022-04-04 19:55:00,Temperature,16.968
2022-04-04 19:55:00,CO_2 concentration,673.5
2022-04-04 19:55:00,Humidity,35.329499999999996
2022-04-04 19:54:00,Temperature,17.0105
2022-04-04 19:54:00,CO_2 concentration,674.0
2022-04-04 19:54:00,Humidity,35.33
2022-04-04 19:53:00,Temperature,17.0095
2022-04-04 19:53:00,CO_2 concentration,675.5
2022-04-04 19:53:00,Humidity,35.319500000000005
2022-04-04 19:52:00,Temperature,17.016
2022-04-04 19:52:00,CO_2 concentration,678.0
2022-04-04 19:52:00,Humidity,35.3995
