Time,Datastream Name,Value
2022-04-11 21:08:00,Temperature,21.2095
2022-04-11 21:08:00,CO_2 concentration,470.0
2022-04-11 21:08:00,Humidity,27.3995
2022-04-11 21:07:00,Temperature,21.218
2022-04-11 21:07:00,CO_2 concentration,472.5
2022-04-11 21:07:00,Humidity,27.3975
2022-04-11 21:06:00,Temperature,21.195
2022-04-11 21:06:00,CO_2 concentration,472.0
2022-04-11 21:06:00,Humidity,27.405
2022-04-11 21:05:00,Temperature,21.208
2022-04-11 21:05:00,CO_2 concentration,473.0
2022-04-11 21:05:00,Humidity,27.401000000000003
2022-04-11 21:04:00,Temperature,21.201999999999998
2022-04-11 21:04:00,CO_2 concentration,474.5
2022-04-11 21:04:00,Humidity,27.363
2022-04-11 21:03:00,Temperature,21.1815
2022-04-11 21:03:00,CO_2 concentration,475.0
2022-04-11 21:03:00,Humidity,27.3925
2022-04-11 21:02:00,Temperature,21.191000000000003
2022-04-11 21:02:00,CO_2 concentration,472.0
2022-04-11 21:02:00,Humidity,27.384500000000003
2022-04-11 21:01:00,Temperature,21.175
2022-04-11 21:01:00,CO_2 concentration,468.0
2022-04-11 21:01:00,Humidity,27.402500000000003
2022-04-11 21:00:00,Temperature,21.194
2022-04-11 21:00:00,CO_2 concentration,468.0
2022-04-11 21:00:00,Humidity,27.3855
2022-04-11 20:59:00,Temperature,21.192
2022-04-11 20:59:00,CO_2 concentration,467.0
2022-04-11 20:59:00,Humidity,27.383000000000003
2022-04-11 20:58:00,Temperature,21.188000000000002
2022-04-11 20:58:00,CO_2 concentration,467.5
2022-04-11 20:58:00,Humidity,27.3775
2022-04-11 20:57:00,Temperature,21.22
2022-04-11 20:57:00,CO_2 concentration,466.5
2022-04-11 20:57:00,Humidity,27.341
2022-04-11 20:56:00,Temperature,21.235
2022-04-11 20:56:00,CO_2 concentration,465.5
2022-04-11 20:56:00,Humidity,27.3195
2022-04-11 20:55:00,Temperature,21.2165
2022-04-11 20:55:00,CO_2 concentration,465.0
2022-04-11 20:55:00,Humidity,27.320500000000003
2022-04-11 20:54:00,Temperature,21.2285
