Time,Datastream Name,Value
2022-04-12 21:52:00,Temperature,20.070999999999998
2022-04-12 21:52:00,CO_2 concentration,754.0
2022-04-12 21:52:00,Humidity,41.527
2022-04-12 21:51:00,Temperature,20.073999999999998
2022-04-12 21:51:00,CO_2 concentration,752.5
2022-04-12 21:51:00,Humidity,41.577
2022-04-12 21:50:00,Temperature,20.067
2022-04-12 21:50:00,CO_2 concentration,748.5
2022-04-12 21:50:00,Humidity,41.474000000000004
2022-04-12 21:49:00,Temperature,20.075
2022-04-12 21:49:00,CO_2 concentration,747.5
2022-04-12 21:49:00,Humidity,41.432
2022-04-12 21:48:00,Temperature,20.095
2022-04-12 21:48:00,CO_2 concentration,746.5
2022-04-12 21:48:00,Humidity,41.554500000000004
2022-04-12 21:47:00,Temperature,20.091
2022-04-12 21:47:00,CO_2 concentration,741.0
2022-04-12 21:47:00,Humidity,41.463
2022-04-12 21:46:00,Temperature,20.0975
2022-04-12 21:46:00,CO_2 concentration,733.0
2022-04-12 21:46:00,Humidity,41.429
2022-04-12 21:45:00,Temperature,20.084
2022-04-12 21:45:00,CO_2 concentration,730.5
2022-04-12 21:45:00,Humidity,41.32
2022-04-12 21:44:00,Temperature,20.1055
2022-04-12 21:44:00,CO_2 concentration,727.0
2022-04-12 21:44:00,Humidity,41.202
2022-04-12 21:43:00,Temperature,20.0965
2022-04-12 21:43:00,CO_2 concentration,729.0
2022-04-12 21:43:00,Humidity,41.2065
2022-04-12 21:42:00,Temperature,20.107999999999997
2022-04-12 21:42:00,CO_2 concentration,727.0
2022-04-12 21:42:00,Humidity,41.2465
2022-04-12 21:41:00,Temperature,20.1165
2022-04-12 21:41:00,CO_2 concentration,718.0
2022-04-12 21:41:00,Humidity,41.3845
2022-04-12 21:40:00,Temperature,20.115
2022-04-12 21:40:00,CO_2 concentration,713.0
2022-04-12 21:40:00,Humidity,41.384
2022-04-12 21:39:00,Temperature,20.104
2022-04-12 21:39:00,CO_2 concentration,703.5
2022-04-12 21:39:00,Humidity,41.199
2022-04-12 21:38:00,Temperature,20.095
2022-04-12 21:38:00,CO_2 concentration,690.0
2022-04-12 21:38:00,Humidity,41.164
2022-04-12 21:37:00,Temperature,20.096
2022-04-12 21:37:00,CO_2 concentration,686.0
2022-04-12 21:37:00,Humidity,40.907
2022-04-12 21:36:00,Temperature,20.069499999999998
2022-04-12 21:36:00,CO_2 concentration,683.5
2022-04-12 21:36:00,Humidity,40.846000000000004
2022-04-12 21:35:00,Temperature,20.0895
2022-04-12 21:35:00,CO_2 concentration,685.0
2022-04-12 21:35:00,Humidity,40.7885
2022-04-12 21:34:00,Temperature,20.079
2022-04-12 21:34:00,CO_2 concentration,694.0
2022-04-12 21:34:00,Humidity,40.7445
2022-04-12 21:33:00,Temperature,20.099
2022-04-12 21:33:00,CO_2 concentration,698.5
2022-04-12 21:33:00,Humidity,40.7665
2022-04-12 21:32:00,Temperature,20.0975
2022-04-12 21:32:00,CO_2 concentration,701.0
2022-04-12 21:32:00,Humidity,40.7685
2022-04-12 21:31:00,Temperature,20.109499999999997
2022-04-12 21:31:00,CO_2 concentration,703.0
2022-04-12 21:31:00,Humidity,40.814
2022-04-12 21:30:00,Temperature,20.12
2022-04-12 21:30:00,CO_2 concentration,705.5
2022-04-12 21:30:00,Humidity,40.783
2022-04-12 21:29:00,Temperature,20.107
2022-04-12 21:29:00,CO_2 concentration,707.5
2022-04-12 21:29:00,Humidity,40.7415
2022-04-12 21:28:00,Temperature,20.119
2022-04-12 21:28:00,CO_2 concentration,715.0
2022-04-12 21:28:00,Humidity,40.7135
2022-04-12 21:27:00,Temperature,20.1415
2022-04-12 21:27:00,CO_2 concentration,720.5
2022-04-12 21:27:00,Humidity,40.745000000000005
2022-04-12 21:26:00,Temperature,20.1445
2022-04-12 21:26:00,CO_2 concentration,741.5
2022-04-12 21:26:00,Humidity,40.7385
2022-04-12 21:25:00,Temperature,20.1455
2022-04-12 21:25:00,CO_2 concentration,753.0
2022-04-12 21:25:00,Humidity,40.796499999999995
2022-04-12 21:24:00,Temperature,20.1535
2022-04-12 21:24:00,CO_2 concentration,757.5
2022-04-12 21:24:00,Humidity,40.975
2022-04-12 21:23:00,Temperature,20.171
2022-04-12 21:23:00,CO_2 concentration,759.0
2022-04-12 21:23:00,Humidity,40.879000000000005
2022-04-12 21:22:00,Temperature,20.1615
2022-04-12 21:22:00,CO_2 concentration,761.0
2022-04-12 21:22:00,Humidity,40.849500000000006
2022-04-12 21:21:00,Temperature,20.183999999999997
2022-04-12 21:21:00,CO_2 concentration,761.0
2022-04-12 21:21:00,Humidity,40.813500000000005
2022-04-12 21:20:00,Temperature,20.184
2022-04-12 21:20:00,CO_2 concentration,771.5
2022-04-12 21:20:00,Humidity,40.696
2022-04-12 21:19:00,Temperature,20.1655
2022-04-12 21:19:00,CO_2 concentration,775.0
2022-04-12 21:19:00,Humidity,40.7345
2022-04-12 21:18:00,Temperature,20.1885
2022-04-12 21:18:00,CO_2 concentration,785.5
